"stop_id","stop_name","stop_desc","stop_lat","stop_lon"
18848,"Clínicas","",-23.554190,-46.670723
18849,"Vila Madalena","",-23.546720,-46.690738
18850,"Consolação","",-23.557501,-46.660872
18851,"Conceição","",-23.636214,-46.641141
18852,"Jabaquara","",-23.645754,-46.642084
18853,"São Judas","",-23.625580,-46.640778
18854,"Saúde","",-23.618285,-46.639148
18855,"Praça Da Árvore","",-23.610578,-46.637848
18856,"Santa Cruz","",-23.599225,-46.636659
18857,"Vila Mariana","",-23.589541,-46.634701
18858,"Brigadeiro","",-23.568277,-46.648152
18859,"Trianon-masp","",-23.562506,-46.655163
18860,"Ana Rosa","",-23.581203,-46.638489
18861,"Paraíso","",-23.574932,-46.640563
18862,"Vergueiro","",-23.568994,-46.639858
18863,"São Joaquim","",-23.561912,-46.638652
18864,"Marechal Deodoro","",-23.533985,-46.655728
18865,"Santa Cecília","",-23.538694,-46.649732
18866,"República","",-23.544375,-46.642815
18867,"Anhangabaú","",-23.547916,-46.639324
18868,"Liberdade","",-23.554724,-46.635598
18869,"Sé","",-23.550634,-46.633326
18870,"São Bento","",-23.543959,-46.633788
18871,"Pedro II","",-23.549809,-46.625474
18872,"Luz","",-23.537691,-46.633687
18873,"Tiradentes","",-23.530857,-46.631959
18874,"Armênia","",-23.525545,-46.629317
18875,"Bresser-mooca","",-23.546596,-46.607323
18876,"Belem","",-23.543118,-46.589599
18877,"Portuguesa-tietê","",-23.516587,-46.625123
18878,"Carandiru","",-23.509654,-46.624910
18879,"Santana","",-23.502724,-46.624716
18880,"Jardim São Paulo-ayrton Senna","",-23.492233,-46.616687
18881,"Parada Inglesa","",-23.487111,-46.608877
18882,"Tucuruvi","",-23.480048,-46.603211
18883,"Carrão","",-23.537601,-46.563637
18884,"Penha","",-23.533648,-46.543950
18885,"Vila Matilde","",-23.531903,-46.530539
18886,"Guilhermina Esperança","",-23.529195,-46.516734
18887,"Patriarca","",-23.531079,-46.501715
18888,"Artur Alvim","",-23.540339,-46.484424
18889,"Eng. Goulart","",-23.498151,-46.520070
18890,"Corinthians-itaquera","",-23.542080,-46.471379
18891,"Comendador Ermelino","",-23.485502,-46.482897
18892,"Dom Bosco","",-23.541380,-46.448073
18893,"José Bonifácio","",-23.539153,-46.430731
18894,"Antonio Gianetti Neto","",-23.554384,-46.383661
18895,"Guaianazes","",-23.542271,-46.415587
18897,"Itaim Paulista","",-23.493868,-46.402469
18898,"Ferraz De Vasconcelos","",-23.541440,-46.368811
18899,"Poá","",-23.525922,-46.343646
18900,"Eng Manoel Feio","",-23.478454,-46.363519
18901,"Calmon Viana","",-23.525573,-46.333636
18902,"Suzano","",-23.533832,-46.309381
18906,"Santo Amaro","",-23.655916,-46.719686
18907,"Jurubatuba","",-23.677433,-46.702485
18908,"Socorro","",-23.663788,-46.710806
18909,"Granja Julieta","",-23.627424,-46.711956
18910,"Morumbi","",-23.621490,-46.701641
18911,"Berrini","",-23.604369,-46.696723
18912,"Vila Olímpia","",-23.593060,-46.692878
18913,"Cidade Jardim","",-23.584652,-46.691495
18914,"Amador Bueno","",-23.531050,-46.986272
18915,"Ambuitá","",-23.531207,-46.972355
18916,"Piqueri","",-23.504206,-46.714865
18917,"Lapa (linha 7)","",-23.517675,-46.703534
18918,"Lapa (linha 8)","",-23.519585,-46.700122
18919,"Água Branca","",-23.521787,-46.687667
18920,"Palmeiras - Barra Funda","",-23.525731,-46.665826
18921,"Perus","",-23.405446,-46.753211
18922,"Jaraguá","",-23.455648,-46.738225
18923,"Vila Clarice","",-23.469777,-46.743576
18924,"Caieiras","",-23.367517,-46.753291
18925,"Franco Da Rocha","",-23.329799,-46.726484
18926,"Baltazar Fidélis","",-23.309902,-46.723816
18927,"Tamanduateí","",-23.592985,-46.589293
18928,"São Caetano","",-23.610281,-46.570330
18929,"Utinga","",-23.626196,-46.543623
18930,"Prefeito Saladino","",-23.638725,-46.536882
18931,"Ribeirão Pires","",-23.713593,-46.414762
18932,"Rio Grande Da Serra","",-23.743461,-46.391665
18934,"Capuava","",-23.658321,-46.490097
18935,"Mauá","",-23.668268,-46.461376
18936,"Prefeito Celso Daniel - Santo André","",-23.652472,-46.528568
18937,"Guapituba","",-23.692298,-46.448635
18939,"Júlio Prestes","",-23.534083,-46.640194
18940,"Luz","",-23.535207,-46.634870
18941,"Moóca","",-23.556913,-46.609078
18942,"Ipiranga","",-23.582262,-46.596712
18944,"Tatuape","",-23.540352,-46.576650
18945,"Cimenrita","",-23.541373,-46.961699
18946,"Santa Rita","",-23.544730,-46.949141
18947,"Itapevi","",-23.545313,-46.935110
18948,"Engenheiro Cardoso","",-23.535168,-46.928603
18949,"Sagrado Coração","",-23.529386,-46.916035
18950,"Jandira","",-23.527882,-46.902796
18951,"Jardim Silveira","",-23.523572,-46.893487
18952,"Jardim Belval","",-23.514065,-46.889254
18953,"Barueri","",-23.512704,-46.875482
18954,"Antonio João","",-23.517604,-46.857390
18955,"Santa Terezinha","",-23.516848,-46.847948
18956,"Carapicuiba","",-23.518742,-46.835445
18957,"General Miguel Costa","",-23.523557,-46.817514
18958,"Quitaúna","",-23.522842,-46.807206
18959,"Comandante Sampaio","",-23.525973,-46.795682
18960,"Osasco","",-23.527838,-46.775965
18961,"Presidente Altino","",-23.531192,-46.761904
18962,"Ceasa","",-23.536990,-46.743607
18963,"Villa Lobos- Jaguaré","",-23.545938,-46.733837
18964,"Imperatriz Leopoldina","",-23.523902,-46.737860
18965,"Pirituba","",-23.488546,-46.726063
18966,"Pinheiros","",-23.565750,-46.703422
18967,"Cidade Universitária","",-23.558242,-46.711088
18968,"Hebraica - Rebouças","",-23.573606,-46.698914
18969,"Domingos De Moraes","",-23.518913,-46.720916
18971,"Francisco Morato","",-23.283322,-46.742329
18972,"Botujuru","",-23.236330,-46.767359
18973,"Campo Limpo Paulista","",-23.206348,-46.785887
18974,"Várzea Paulista","",-23.209224,-46.829227
18975,"Jundiai","",-23.195340,-46.872469
18976,"Itaquaquecetuba","",-23.485770,-46.348456
18978,"Jundiapeba","",-23.542846,-46.257967
18979,"Brás Cubas","",-23.536425,-46.225105
18980,"Mogi Das Cruzes","",-23.521617,-46.197387
18981,"Estudantes","",-23.516132,-46.185445
18984,"Ana Rosa","",-23.581376,-46.638388
18985,"Palmeiras - Barra Funda","",-23.525607,-46.666648
18986,"Palmeiras - Barra Funda","",-23.525714,-46.666782
18987,"Brás","",-23.545053,-46.616295
18989,"Paraíso","",-23.574971,-46.640554
19000,"Sé","",-23.550717,-46.633574
19040,"Largo Treze","",-23.654530,-46.710536
19041,"Santo Amaro","",-23.655750,-46.720436
19042,"Giovanni Gronchi","",-23.643901,-46.734486
19043,"Vila Das Belezas","",-23.640191,-46.745659
19044,"Campo Limpo","",-23.648970,-46.758831
19045,"Capão Redondo","",-23.659955,-46.768691
109733,"Av. Salim Farah Maluf, 3200","Ref.: Av. Alvaro Ramos",-23.557703,-46.577793
109740,"R. Lituânia, 330","Ref.: Rua Fernando Falcão",-23.563380,-46.589145
109751,"R. Corumbaíba, 718","Ref.: Praça Pinto Duarte",-23.571216,-46.576327
109754,"Av. Luca, 861","Ref.: Paroq. Sto. Antonio De Pádua- R. Nsa Sra. Dos Anjo",-23.569279,-46.557136
109759,"R. Pirassununga, 1313","",-23.567849,-46.580169
109760,"R. Lituânia, 597","Ref.: Rua Rui Martins",-23.564442,-46.586778
211121,"R. Pio Xi, 1480","Ref.: Rua São Domingos Savio",-23.536013,-46.714208
211142,"Av. Prof. Fonseca Rodrigues, 1260","Ref.: Av Pepereira De Andrade",-23.545245,-46.718122
211147,"Av. Arruda Botelho, 183","Ref.: R Bennet",-23.550083,-46.717170
211148,"Av. Arruda Botelho, 595","Ref.: Rua Silva Prado",-23.552961,-46.718806
211151,"Av. Prof. Fonseca Rodrigues, 519","Ref.: R Mirata",-23.551447,-46.711035
211191,"Av. S. Gualter, 1850","Ref.: R Alberto Faria",-23.551015,-46.709414
211193,"R. Da. Elisa Moraes Mendes, 1280","Ref.: Pc Panamericana",-23.552647,-46.708307
211195,"Pça. Panamericana, 0","Ref.: R Arqjaime Fonseca Rodrigues",-23.552858,-46.708663
211227,"Av. Pe. Pereira De Andrade, 100","Av. Pe. Pereira De Andrade, 100 Ref.: R Baicuri",-23.538088,-46.719629
211256,"R. Dr. Alberto Seabra, 402","",-23.547571,-46.708577
301670,"R. Leopoldo De Passos Lima, 915","R. Leopoldo De Passos Lima, 915 Ref.: R. Dionisio Bellante",-23.428230,-46.795632
301671,"Av. Da Solidariedade, 23","Ref.: R. Jose Adão / R. Fortaleza",-23.437180,-46.805737
301672,"Av. Da Solidariedade, 111","Ref.: R. Movimento Dos Canudos",-23.439230,-46.807039
301673,"R. Francisco Bellazi, 179","Ref.: Viela 3 / R. Giovani Paladino",-23.450234,-46.789740
301674,"Estr. Cel. José Gladiador","Ref.: R. Eduardo Grusius",-23.442419,-46.796187
301675,"Estr. Cel. José Gladiador, 1335","Ref.: Entre As Ruas Florêncio Carpi E D’angelo Rossi",-23.439153,-46.794709
301676,"R. Francisco Bellazi, 44","",-23.449524,-46.788464
301677,"R. Francisco Bellazi, 44","",-23.449429,-46.788475
301678,"Av. Felippo Sturba, 112","",-23.439060,-46.789962
301679,"Av. Felippo Sturba, 390","",-23.440333,-46.790333
301680,"Av. Felippo Sturba, 866","",-23.443893,-46.791584
301681,"Av. Felippo Sturba, 790","",-23.445365,-46.791993
301682,"Av. Felippo Sturba, 1000","",-23.449411,-46.793787
301683,"Av. Felippo Sturba, 1317","",-23.449543,-46.793771
301684,"Av. Felippo Sturba","",-23.447396,-46.792568
301685,"R. Denis Brean (p. Morro Doce-anh), 565","Ref.: Rua Francisco Bellazi",-23.452429,-46.793337
301686,"R. Francisco Bellazi, 289","",-23.450869,-46.790710
301687,"R. Francisco Bellazi, 521","",-23.452273,-46.792456
301689,"R. Mário Palmerio, 176","",-23.438803,-46.791037
301690,"R. Denis Brean (p. Morro Doce-anh)","",-23.452168,-46.793297
301691,"R. Mário Palmerio, 193","",-23.438792,-46.791306
301693,"Estr. De Pirapora, 850","Ref.: Fabrica De Blocos No 830",-23.431340,-46.800551
301695,"R. Dos Vitoriosos","Ref.: Próximo Ao Dep. De Materiais Para Construção",-23.436901,-46.802605
301696,"R. Dos Vitoriosos, 18","",-23.437090,-46.802527
301697,"R. Dalva De Oliveira, 70","Ref.: Rua Do Espanhol",-23.438349,-46.802298
301698,"R. Preste, 12","",-23.436158,-46.804023
301699,"R. Tancredo Neves, 46","Ref.: Rua Dalva De Oliveira",-23.437337,-46.803267
301700,"R. Elis Regina, 170","Ref.: Rua Tancredo Neves",-23.437630,-46.804526
301702,"R. Recife, 51","R. Recife, 51 Ref.: Rua Minas Gerais / Rua Bahia",-23.435774,-46.809899
301703,"R. Enéas De Camargo","",-23.418553,-46.805319
301708,"R. Pedra De Bendengo, 1","R. Pedra De Bendengo, 1 Ref.: Rua Lagoa Do Morro",-23.444340,-46.799463
301709,"Rod. Anhanguera (pista Local)","Rod. Anhanguera (pista Local) Ref.: Rua Nsa. Sra. Do Libano",-23.442308,-46.786154
301710,"R. Nsa. Sra. Do Líbano","R. Nsa. Sra. Do Líbano Ref.: Rua Luisa Maria Rosa",-23.446134,-46.784041
301711,"R. Albert Jansen","",-23.445769,-46.789109
301713,"R. Alexandre Caturla, 161","",-23.443734,-46.786253
404598,"Av. Dos Nacionalistas, 347","Ref.: R Manoel Luiz De Vergueiro",-23.576581,-46.517253
404599,"Av. Dos Nacionalistas, 386","Ref.: Av Inconfidencia Mineira",-23.576694,-46.516906
404602,"Av. Dos Nacionalistas, 459","Ref.: Av Inconfidencia Mineira",-23.577077,-46.515587
404643,"Av. Dos Nacionalistas, 640","Ref.: R Ricardo Gumbleton Daunt",-23.577623,-46.514648
404729,"Av. Por. Cicero Canuto De Lima, 249","Ref.: R Aparecida De São Manoel",-23.579914,-46.510065
404732,"Av. Por. Cicero Canuto De Lima, 285","Ref.: Pc Eulalio De Carvalho",-23.580073,-46.509640
404733,"Av. Por. Cicero Canuto De Lima, 10","Ref.: Rluciara",-23.579388,-46.512330
404734,"Av. Dos Nacionalistas, 920","Ref.: R Bonifacio Gomes Siqueira",-23.579319,-46.512611
408997,"Av. Por. Cicero Canuto De Lima, 495","Ref.: Op R Pedro Rabelo",-23.579937,-46.507252
409048,"Av. Aricanduva, 5200","Ref.: Parada Exclusiva(linhas Destino Cid. Tiradentes)",-23.565299,-46.507937
409050,"Av. Inconfidência Mineira, 1997","",-23.570684,-46.509236
409051,"Av. Francisco José Rezende, 138","",-23.567969,-46.507183
409052,"Av. Odilon Pires, 235","",-23.565666,-46.509179
409054,"R. João Galli, 45","",-23.583640,-46.525041
409058,"R. Nello Selmi Dei, 44","Ref.: Praça Eulálio De Carvalho",-23.580380,-46.509770
508991,"Av. Eng. João Baptista Aranha, 135","",-23.550520,-46.493143
508993,"Et. Artur Alvim - Plat. B, 0","",-23.540030,-46.483157
509013,"R. Pe. Gabriel De Campos, 49","Ref.: Av. Waldemar Tiez",-23.549839,-46.487241
509014,"R. Pe. Gabriel De Campos, 71","Ref.: Oposto - Av. Waldemar Tiez",-23.549654,-46.487042
509015,"R. Juazeiro Do Norte, 313","",-23.529268,-46.487692
509017,"R. Iborepi, 121","Ref.: Pça. Aramã",-23.532782,-46.484453
509020,"R. Juazeiro Do Norte, 298","Ref.: R. Rio Tapacura",-23.529547,-46.487538
509021,"R. Juazeiro Do Norte, 610","Ref.: R. Antônio Bacaeri",-23.526775,-46.487821
509022,"Av. Águia De Haia, 1815","Ref.: Próximo A Rua Pitágoras",-23.530005,-46.474051
509026,"Terminal Metrô Artur Alvim","",-23.540692,-46.482933
509027,"R. S. Vitório, 569","Ref.: Ruas Emb. Osvaldo Tavares E Rua Alto Do Araguaia",-23.548178,-46.496007
509028,"R. Juciri, 130","Ref.: Próximo A Ubs E Rua Japani",-23.541320,-46.476053
509030,"R. S. Vitório","Ref.: Praça Dos Aposentados",-23.549165,-46.495993
509031,"R. S. Vitório, 562","Ref.: Rua Alto Do Araguala",-23.548091,-46.496016
509033,"R. Dr. Xavier De Oliveira","Ref.: Próximo A Rua Erasmo Mader",-23.549443,-46.495920
509034,"R. Des. Rocha Portela, 1065","Ref.: Próximo A Rua Benedito Leal",-23.539675,-46.488622
509035,"Av. Águia De Haia, 1255","",-23.534977,-46.473961
509036,"R. Des. Rocha Portela, 62","Ref.: Próximo A Avenida Antonio Estevão De Carvalho",-23.537400,-46.497012
509037,"R. Des. Rocha Portela, 386","",-23.538378,-46.493889
509038,"R. Henrique Jacobs, 374","",-23.538931,-46.491888
509039,"R. Henrique Jacobs","",-23.542449,-46.493517
509040,"Av. Águia De Haia, 1772","Ref.: Rua Guaraxaim",-23.530438,-46.473910
509043,"Av. Calim Eid, 3200","Ref.: R Júlio Sayago/ R Carlos Maria Steimberg",-23.530956,-46.488221
509044,"Av. Calim Eid, 3672","Ref.: R João Peres/ R José Giordano",-23.534981,-46.486080
509045,"Av. José Pinheiro Borges, 3","Ref.: Rua Boipeva Nº 31",-23.541553,-46.481217
509046,"R. Igaroi, 42","",-23.531290,-46.487071
610774,"R. Margarida, 415","Ref.: R Marta",-23.529206,-46.662129
610820,"Av. Antártica, 213","Ref.: Av Mq. De Sao Vicente",-23.522697,-46.668711
610833,"Antartica","Av. Antártica, 575 Ref.: R Tanabi",-23.529182,-46.676272
610869,"Av. Nicolas Bôer, 550","Ref.: Ac A Av Marques De Sao Vicente",-23.516331,-46.679236
614455,"Pedro Corazza - Plataforma 3","Av. Mq. De São Vicente, 2957 Ref.: Pça Pedro Corazza",-23.515105,-46.689769
614515,"Terminal Barra Funda Lado Sul Plat. B","",-23.526000,-46.666900
614518,"Terminal Barra Funda Lado Sul Plat. C","",-23.526070,-46.668099
614530,"R. Min. Godoy","",-23.532654,-46.668966
614531,"Terminal Barra Funda Lado Sul Plat. B","",-23.526200,-46.665800
614533,"R. Robert Bosch, 450","Ref.: Sentido B/C",-23.522117,-46.671566
614534,"R. Robert Bosch, 469","Ref.: Sentido Centro / Bairro",-23.521946,-46.671596
614537,"R. Prof. Wilfrides Alves De Lima","Ref.: Metrô Barra Funda",-23.527350,-46.666781
614540,"Av. Auro Soares De Moura Andrade, 967","",-23.526739,-46.668186
614541,"Av. Antártica, 213","Ref.: R. Robert Bosh/marq. S. Vicente",-23.528623,-46.675876
614542,"Terminal Barra Funda Lado Norte Plat. A","Ref.: Rua Gustav Willi Borghoff",-23.525149,-46.666532
614543,"Terminal Barra Funda Lado Norte Plat. A","Ref.: Rua Gustav Willi Borghoff",-23.525157,-46.666352
614544,"Parada Exclusiva","Term. Barra Funda Lado Norte Plat. A",-23.525172,-46.666195
614545,"Terminal Barra Funda Lado Norte Plat. A","",-23.525192,-46.665867
614546,"Terminal Barra Funda Lado Norte Plat. A","Ref.: Rua Gustav Willi Borghoff",-23.525176,-46.666035
614547,"Av. Antártica, 608","Ref.: Rua Barão De Tefe / Rua Pe. Antonio Tomás",-23.528794,-46.676211
614548,"Comendador Martinelli - C/B","Av. Com. Martinelli, 342",-23.512100,-46.690283
614549,"Comendador Martinelli - B/C","Av. Com. Martinelli, 277",-23.512771,-46.690559
614550,"Pedro Corazza - Plataforma 5","Av. Com. Martinelli Ref.: R. Ado Benatti",-23.514255,-46.690644
614552,"Av. Nicolas Bôer, 550","",-23.516331,-46.678926
706304,"Av. Paulista, 900","Ref.: Al Campinas",-23.565893,-46.650874
706308,"Parada Avenida Paulista","Av. Brig. Luís Antônio, 2060 Ref.: Parada Av. Paulista C_b",-23.566236,-46.648164
706309,"Parada Cincinato Braga","Av. Brig. Luís Antônio, 2034 Ref.: Parada Cincinato Braga B_c",-23.565952,-46.647879
706310,"Parada Treze De Maio","Av. Brig. Luís Antônio, 1804 Ref.: Parada Treze De Maio C_b",-23.563953,-46.646407
706311,"Parada Treze De Maio","Av. Brig. Luís Antônio, 1747 Ref.: Parada Treze De Maio B_c",-23.563743,-46.646113
706319,"Parada Treze De Maio","R. Treze De Maio, 1874 Ref.: R Cincinato Braga",-23.569795,-46.643980
706320,"R. Treze De Maio, 1855","Ref.: Pc Amadeu Amaral",-23.569833,-46.643750
706325,"Vai Vai B/C","Viad. Dr. Plínio De Queiroz, 901 Ref.: 14 Bis",-23.555989,-46.650066
706334,"Vai Vai C/B","Viad. Dr. Plínio De Queiroz, 700 Ref.: 14 Bis",-23.555591,-46.649781
706361,"R. Rui Barbosa, 333","Ref.: R. Treze De Maio",-23.558383,-46.645243
809674,"R. Pe. Adelino, 987","Ref.: Lado Oposto Sesc Belenzinho",-23.543946,-46.582918
809675,"Av. Álvaro Ramos, 779","Ref.: 778 Av Alcantara Machado",-23.544198,-46.586189
809826,"Parada Leonor Mendes De Barros","Av. Celso Garcia, 2485 Ref.: Parada 1/2/3 - Leonor Mendes De Barros",-23.536460,-46.588164
810534,"Av. Ariston De Azevedo, 75","",-23.528192,-46.601901
810536,"Pça. Gen. Humberto Souza Mello, 56","",-23.530810,-46.602307
810550,"R. Herval, 715","Ref.: R Dr Clementino",-23.540614,-46.588448
810569,"R. Manoel Ramos Paiva, 441","R. Manoel Ramos Paiva, 441 Ref.: Av. Ariston De Azevedo",-23.528758,-46.600048
810575,"R. Serra Da Bocaina, 368","",-23.546385,-46.587665
810576,"Av. Ultramarino, 490","Ref.: Av. Direitos Humanos",-23.472907,-46.639926
810578,"R. Serra De Jairé, 443","Ref.: Próximo A Rua João De Castro Costa",-23.547178,-46.586975
810580,"Terminal Metrô Belém (lado Norte)","Ref.: Terminal Metrô Belém - Lado Norte",-23.542456,-46.590362
810582,"R. Sta. Rita","",-23.529353,-46.607062
810583,"R. S. Leopoldo, 340","",-23.540884,-46.599837
810586,"R. Paulo Andrighetti, 55","",-23.529051,-46.603474
810588,"Pça. Gen. Humberto Souza Mello, 865","",-23.530201,-46.603050
810590,"Terminal Metrô Belém (sul) Pl. D","",-23.543288,-46.589184
810591,"R. Júlio Cesar Da Silva, 72","",-23.538205,-46.605545
810592,"Pça. Mj. Guilherme Rudge","",-23.537436,-46.588934
810593,"R. Itaqueri, 1082","Ref.: Rua Cassandoca",-23.556341,-46.588353
910689,"R. Barra Do Tibagi, 1090","Ref.: Vd Engorlando Murgel",-23.525779,-46.647676
910711,"R. Da Graça, 343","Ref.: R Silva Pinto",-23.528205,-46.639267
910768,"R. Prates, 898","Ref.: Rua Joao Kopke",-23.526223,-46.634751
910776,"Av. Do Estado, 5854","Ref.: Rua Dona Ana Néri",-23.559131,-46.614937
910778,"Luz","",-23.535512,-46.634151
910792,"R. Guarani, 368","Ref.: R. Antonio Coruja",-23.527804,-46.637215
910793,"R. Anhaia, 1321","Ref.: Escola Senai Adriano J. Marchini",-23.519127,-46.647918
910794,"R. Vítor Airosa, 131","Ref.: Rua Tapajós",-23.527741,-46.626775
910795,"R. Guaporé, 385","Ref.: Santuário Das Almas",-23.523590,-46.626553
1009884,"Parada 2 Concórdia","Av. Rangel Pestana, 2079",-23.542161,-46.615485
1009889,"R. Visc. De Abaete, 79","",-23.540609,-46.614582
1009894,"R. José De Alencar, 56","",-23.540361,-46.611622
1009968,"Parada 3 - Piratininga","Av. Rangel Pestana, 1526 Ref.: R Piratininga/ R Martim Burchard",-23.544705,-46.619338
1010053,"Brás","",-23.544917,-46.616052
1010054,"Bras","",-23.547686,-46.615285
1010076,"Av. Alcântara Machado, 773","Ref.: Lateral Do Vd. Alcântara Machado",-23.552358,-46.617495
1010078,"R. Bresser, 1352","",-23.541959,-46.607293
1010082,"R. Da Figueira, 233","",-23.546570,-46.626512
1010083,"R. Mons. Andrade, 1121","",-23.535485,-46.622232
1113919,"R. Feliciano Malábia, 46","Ref.: Av. Hugo Ítalo Merigo / R Gregorio Pomar",-23.451163,-46.697270
1113942,"Av. Dep. Cantidio Sampaio, 5984","Ref.: R Joao Correia Castro",-23.441836,-46.707466
1114034,"Av. Manoel Bolivar, 313","",-23.457640,-46.699750
1114044,"R. Alfredo Lucio, 170","",-23.458666,-46.695099
1114051,"R. Do Outono, 706","",-23.461321,-46.692880
1114053,"R. Joaquim Ferreira Da Rocha, 1175","Ref.: R. Pirajibe / V.p. Macajá",-23.464975,-46.694184
1114071,"R. Joaquim Ferreira Da Rocha, 738","Ref.: R. Tomás Lopes",-23.467775,-46.690949
1114085,"R. Domingos Vega, 718","Ref.: Oposto Ao Numeral 715",-23.463135,-46.701278
1114089,"R. Rodolfo Pereira Lima, 156","Ref.: R Domingos F De Medeiros",-23.458172,-46.697472
1114208,"R. Rodolfo Pereira Lima, 497","R. Rodolfo Pereira Lima, 497 Ref.: R. Paulo Limoeiro",-23.457526,-46.696314
1114237,"Av. Dep. Cantidio Sampaio, 4391","",-23.451553,-46.700081
1114239,"R. Aurélio Brasil Ribeiro, 565","Ref.: R. Rosalvo Jose Da Silva",-23.459174,-46.701904
1114241,"Av. Dep. Cantidio Sampaio, 4306","Ref.: Rua Avoante",-23.452432,-46.699888
1114244,"R. Manoel Nascimento Pinto, 65","",-23.462127,-46.688563
1114245,"Av. Dep. Cantidio Sampaio, 4280","Ref.: Jd. Damasceno",-23.452557,-46.699631
1114246,"R. Parapuã, 1089","",-23.475295,-46.690441
1114247,"Av. Dep. Cantidio Sampaio, 1111","",-23.467738,-46.677927
1114248,"R. Jorge Pires Ramalho","",-23.461310,-46.698786
1114249,"R. João Pinto De Oliveira, 156","",-23.461631,-46.690894
1114252,"R. Carlos Marighella, 115 Ref.: Av. Dep. Cantidio Sampaio","",-23.462613,-46.681533
1114253,"R. Henry Charles Potel, 708","Ref.: R. Dr. Mario De Sanctis / R. Anibal Teofilo",-23.471484,-46.677690
1114254,"R. Rosalvo José Da Silva, 134","Ref.: Rua Honorato Das Neves",-23.456957,-46.702888
1114255,"R. Braço Do Norte, 128","",-23.460761,-46.709564
1114256,"R. Flores De Goiás, 145","",-23.458283,-46.707895
1114257,"R. Lagoa Da Serra, 90","",-23.458966,-46.709415
1114258,"R. Sítio D'abadia, 160","",-23.459512,-46.709792
1114259,"R. Sítio D'abadia, 78","Ref.: R. Aparecida Do Taboado",-23.460389,-46.708628
1114260,"R. Aparecida Do Tabuado, 297","",-23.461272,-46.711172
1114261,"R. Alto Tocantins, 133","",-23.460789,-46.710816
1114262,"R. Pe. Achilles Silvestre, 14","",-23.460799,-46.712544
1114263,"Av. Guilherme De Almeida, 258","Ref.: Emei Theo Dutra",-23.467164,-46.681042
1114264,"R. Arroio Do Meio","Ref.: Rua Arroio Do Meio",-23.453197,-46.684353
1114265,"R. Henry Charles Potel, 851","Ref.: Av. Dep. Cantidio Sampaio",-23.470222,-46.677169
1114266,"Av. Dep. Cantidio Sampaio, 789","",-23.470555,-46.676331
1114267,"R. Ilha De Itaparica","",-23.453181,-46.707130
1114268,"R. José Eduardo Pereira II","Ref.: Av. Dep. Cantídio Sampaio X R. Elísio Reinaldo Moraes Vieira",-23.446949,-46.701796
1114269,"R. Talha Mar, 11","Ref.: Av. Dep.cantidio Sampaio / R. Grumixa",-23.452518,-46.699060
1114270,"R. Cirilo Correia, 36","Ref.: R. Daniel Cerri / R. Elias Galvão",-23.446646,-46.699562
1114271,"R. Fortunato Devoto, 41","",-23.449518,-46.696059
1114272,"R. Adolfo Lazzari","",-23.454454,-46.693143
1114273,"R. Itaipava, 1","",-23.464764,-46.694710
1114274,"R. Benedito Egídio Barbosa, 45","",-23.459993,-46.697979
1114275,"R. Pajuçara, 161","Ref.: R. Paulo Garcia Aquiline",-23.468042,-46.683088
1114276,"R. Paramirim, 1116","Ref.: R. João Honório",-23.466242,-46.689267
1114277,"R. Rodolfo Pereira Lima, 215","",-23.457949,-46.697529
1114278,"R. Paulo Limoeiro, 8","",-23.457436,-46.696319
1114279,"R. Luís José Junqueira Freire","R. Luís José Junqueira Freire Ref.: Av. Padre Orlando Garcia Da Silveira",-23.472557,-46.683191
1114280,"R. Henriqueta Pantaleão","R. Henriqueta Pantaleão Ref.: Rua Adolfo Lazzari",-23.452892,-46.694738
1206709,"Parada Armando Fairbanks","Av. Dr. Vital Brasil, 108 Ref.: R. Des. Armando Fairbanks S/b",-23.572108,-46.705583
1206714,"Parada Waldemar Ortiz","R. Reação, 105 Ref.: Pc. Waldemar Ortiz S/b",-23.572538,-46.709648
1206717,"Parada Caxingui","Av. Dr. Vital Brasil, 909 Ref.: R. Sta. Rosa Junior S/c",-23.569920,-46.713088
1206720,"Parada Afonso Vaz","Av. Corifeu De Azevedo Marques, 149 Ref.: R Drubirajara Dib Zogaib",-23.569689,-46.715977
1206721,"Av. Corifeu De Azevedo Marques, 291","Ref.: R Majrubens Florentino Vaz",-23.570449,-46.717878
1206916,"Av. Eliseu De Almeida, 1630","Ref.: R Staalbina",-23.584305,-46.727929
1207025,"Av. Corifeu De Azevedo Marques, 1495","Ref.: Av. Benjamin Mansur",-23.574643,-46.727739
1207027,"Parada Padre Justino","Av. Corifeu De Azevedo Marques, 290 Ref.: R Pdejustino",-23.571272,-46.719854
1207028,"Parada Santanesia","Av. Corifeu De Azevedo Marques, 843 Ref.: R Santanesia",-23.572391,-46.722415
1211339,"Butanta","",-23.571563,-46.708667
1211340,"Terminal Metrô Butantã, 0","Ref.: Rua Mmdc - Term. Metrô Butantã",-23.571985,-46.708640
1211342,"R. Ari Dos Santos, 37","",-23.584394,-46.739727
1211348,"Av. Eliseu De Almeida, 141","",-23.576160,-46.712983
1211351,"Parada 2 - Pirajussara","Av. Dr. Vital Brasil, 334 Ref.: Metrô Butantã",-23.571501,-46.707430
1211355,"Terminal Metrô Butantã","",-23.572060,-46.708400
1211359,"Terminal Metrô Butantã","",-23.571812,-46.708563
1211364,"Av. Dr. Vital Brasil, 559","",-23.570983,-46.709660
